datum;p1;p2;n1;n2;Gas;zon;p1+p2;n1+n2
09-05-2025;9016,45;8163,43;7194,87;16196,7;6805,51;10767,47;17179,88;23390,94;
10-05-2025;9019,44;8163,43;7218,20;16196,7;6806,0;10795,36;17182,88;23414,27;
11-05-2025;9022,28;8163,43;7242,25;16196,7;6806,21;10823,9;17185,71;23438,32;
12-05-2025;9024,20;8164,92;7242,25;16216,34;6806,48;10849,27;17189,12;23458,59;
13-05-2025;9026,17;8165,63;7242,25;16240,3;6806,92;10877,7;17191,80;23482,28;
14-05-2025;9027,86;8166,2;7242,25;16262,38;6807,12;10902,36;17193,88;23504,63;
15-05-2025;9029,46;8166,23;7242,25;16278,40;6807,17;10920,56;17195,69;23520,65;
16-05-2025;9031,4;8166,48;7242,25;16302,36;6807,22;10946,70;17197,52;23544,61;
17-05-2025;9033,45;8166,48;7263,33;16302,36;6807,28;10971,16;17199,93;23565,69;
18-05-2025;9037,75;8166,48;7274,2;16302,36;6807,55;10985,52;17204,23;23576,38;
19-05-2025;9039,82;8167,26;7274,2;16325,24;6807,85;11013,3;17207,8;23599,26;
20-05-2025;9041,88;8167,76;7274,2;16348,66;6808,3;11040,41;17209,64;23622,68;
21-05-2025;9043,91;8168,49;7274,2;16363,69;6808,26;11059,90;17212,40;23637,71;
22-05-2025;9045,87;8170,93;7274,2;16379,67;6808,56;11081,50;17216,80;23653,69;
23-05-2025;9047,87;8172,73;7274,2;16392,52;6808,75;11099,53;17220,60;23666,54;
24-05-2025;9053,62;8172,73;7276,26;16392,52;6809,17;11104,96;17226,35;23668,78;
25-05-2025;9056,90;8172,73;7288,78;16392,52;6809,32;11121,52;17229,63;23681,30;
26-05-2025;9058,85;8174,24;7288,78;16409,36;6809,77;11142,71;17233,8;23698,14;
27-05-2025;9060,74;8177,41;7288,78;16416,40;6809,93;11152,45;17238,15;23705,18;
28-05-2025;9062,72;8178,30;7288,78;16425,35;6810,11;11165,34;17241,3;23714,13;
29-05-2025;9067,95;8178,30;7294,41;16425,35;6810,45;11176,1;17246,25;23719,76;
30-05-2025;9070,7;8179,92;7294,41;16440,16;6810,63;11195,82;17249,99;23734,57;
31-05-2025;9073,10;8179,92;7310,93;16440,16;6811,11;11216,96;17253,2;23751,9;
01-06-2025;9073,45;8179,92;7310,93;16440,16;6811,11;11216,96;17253,37;23751,9;
02-06-2025;9077,88;8181,13;7322,33;16458,6;6811,50;11254,62;17259,1;23780,39;
03-06-2025;9079,67;8182,44;7322,34;16473,91;6811,83;11275,13;17262,11;23796,25;
04-06-2025;9081,60;8183,53;7322,34;16484,81;6812,1;11290,4;17265,13;23807,15;
05-06-2025;9083,65;8185,72;7322,34;16494,35;6812,43;11303,80;17269,36;23816,69;
06-06-2025;9085,53;8186,83;7322,35;16509,2;6812,68;11323,22;17272,36;23831,37;
07-06-2025;9090,38;8186,83;7332,20;16509,2;6813,8;11337,4;17277,21;23841,22;
08-06-2025;9092,60;8186,83;7347,95;16509,2;6813,39;11355,96;17279,43;23856,97;
09-06-2025;9094,90;8186,83;7364,47;16509,2;6813,55;11375,81;17281,74;23873,49;
10-06-2025;9096,81;8189,66;7364,48;16515,5;6813,91;11385,97;17286,47;23879,53;
11-06-2025;9098,70;8189,88;7364,48;16538,36;6814,5;11413,11;17288,58;23902,84;
12-06-2025;9100,68;8190,91;7364,48;16560,49;6814,32;11439,71;17291,58;23924,97;
13-06-2025;9102,41;8191,81;7364,48;16575,35;6814,64;11458,49;17294,22;23939,83;
14-06-2025;9105,78;8191,81;7374,39;16575,35;6815,1;11471,84;17297,59;23949,74;
15-06-2025;9108,32;8191,81;7396,44;16575,35;6815,23;11497,47;17300,12;23971,79;
16-06-2025;9109,96;8192,10;7396,44;16599,50;6815,41;11524,55;17302,6;23995,94;
17-06-2025;9111,52;8192,17;7396,45;16622,71;6815,46;11550,42;17303,69;24019,16;
18-06-2025;9113,19;8192,62;7396,45;16645,34;6815,70;11576,56;17305,81;24041,79;
19-06-2025;9115,17;8193,43;7396,45;16666,18;6815,92;11601,37;17308,60;24062,63;
20-06-2025;9116,98;8194,28;7396,45;16687,76;6816,9;11627,93;17311,26;24084,21;
21-06-2025;9119,99;8194,28;7417,53;16687,76;6816,48;11654,65;17314,26;24105,29;
22-06-2025;9123,17;8194,28;7430,5;16687,76;6816,69;11671,30;17317,45;24117,81;
23-06-2025;9125,30;8195,82;7430,5;16705,3;6817,3;11692,62;17321,12;24135,8;
24-06-2025;9127,22;8197,47;7430,5;16713,27;6817,17;11705,8;17324,69;24143,32;
25-06-2025;9129,20;8197,84;7430,5;16730,21;6817,54;11725,56;17327,4;24160,26;
26-06-2025;9131,25;8199,31;7430,5;16738,77;6817,79;11738,3;17330,57;24168,82;
27-06-2025;9133,24;8200,19;7430,5;16756,68;6818,0;11760,63;17333,43;24186,73;
28-06-2025;9136,29;8200,19;7441,54;16756,68;6818,49;11776,19;17336,48;24198,22;
29-06-2025;9138,86;8200,19;7462,86;16756,68;6818,69;11802,18;17339,5;24219,54;
30-06-2025;9140,78;8201,14;7462,86;16778,94;6819,11;11828,40;17341,92;24241,80;
01-07-2025;9143,34;8202,2;7462,86;16798,3;6819,31;11852,44;17345,36;24260,89;
02-07-2025;9145,39;8202,81;7462,86;16814,52;6819,46;11874,10;17348,20;24277,38;
03-07-2025;9147,53;8204,29;7462,86;16835,62;6819,83;11900,86;17351,81;24298,48;
04-07-2025;9149,48;8204,80;7462,86;16855,23;6820,12;11925,17;17354,28;24318,9;
05-07-2025;9153,34;8204,80;7471,36;16855,23;6820,37;11937,26;17358,15;24326,59;
06-07-2025;9158,19;8204,80;7475,65;16855,23;6820,37;11945,5;17362,99;24330,88;
07-07-2025;9160,46;8205,60;7475,65;16870,69;6820,72;11965,9;17366,6;24346,34;
08-07-2025;9162,48;8206,30;7475,65;16884,70;6821,8;11983,48;17368,78;24360,35;
09-07-2025;9164,34;8207,45;7475,65;16906,77;6821,31;12011,32;17371,78;24382,42;
10-07-2025;9166,38;8208,84;7475,65;16926,40;6821,65;12035,82;17375,21;24402,5;
11-07-2025;9168,40;8209,60;7475,65;16944,3;6821,83;12058,33;17378,0;24419,68;
12-07-2025;9171,37;8209,60;7495,56;16944,3;6822,16;12081,77;17380,97;24439,59;
13-07-2025;9174,65;8209,60;7504,19;16944,3;6822,45;12094,23;17384,25;24448,22;
14-07-2025;9176,66;8210,74;7504,19;16956,33;6822,74;12110,60;17387,39;24460,52;
15-07-2025;9178,76;8211,50;7504,19;16969,37;6822,87;12127,9;17390,26;24473,56;
16-07-2025;9180,74;8212,88;7504,20;16978,75;6823,5;12140,98;17393,62;24482,95;
17-07-2025;9182,74;8213,72;7504,20;16999,61;6823,44;12166,72;17396,46;24503,81;
18-07-2025;9184,73;8216,4;7504,20;17014,29;6823,57;12186,43;17400,78;24518,49;
19-07-2025;9187,99;8216,4;7516,60;17014,29;6823,92;12203,26;17404,3;24530,89;
20-07-2025;9190,95;8216,4;7526,54;17014,29;6824,5;12217,5;17406,99;24540,83;
21-07-2025;9193,7;8217,64;7526,54;17028,45;6824,34;12234,82;17410,71;24554,99;
22-07-2025;9195,9;8218,73;7526,54;17042,73;6824,55;12254,31;17413,82;24569,27;
23-07-2025;9197,15;8221,58;7526,54;17048,40;6824,69;12263,42;17418,73;24574,94;
24-07-2025;9199,8;8222,39;7526,54;17066,0;6825,2;12284,94;17421,47;24592,54;
25-07-2025;9201,31;8226,19;7526,54;17069,91;6825,21;12293,85;17427,49;24596,45;
26-07-2025;9204,39;8226,19;7542,29;17069,91;6825,51;12313,89;17430,58;24612,20;
27-07-2025;9208,91;8226,19;7546,33;17069,91;6825,70;12322,14;17435,10;24616,24;
28-07-2025;9210,91;8227,27;7546,33;17082,11;6825,85;12338,48;17438,18;24628,44;
29-07-2025;9212,93;8228,46;7546,33;17098,73;6826,22;12359,55;17441,38;24645,6;
30-07-2025;9214,91;8229,25;7546,33;17116,76;6826,36;12382,14;17444,16;24663,9;
31-07-2025;9216,85;8230,67;7546,33;17124,81;6826,59;12393,37;17447,52;24671,14;
01-08-2025;9218,92;8232,3;7546,33;17138,49;6826,85;12410,91;17450,95;24684,82;
02-08-2025;9223,68;8232,3;7556,85;17138,49;6827,36;12425,34;17455,71;24695,34;
03-08-2025;9226,65;8232,3;7572,82;17138,49;6827,53;12444,68;17458,68;24711,31;
04-08-2025;9228,69;8233,35;7572,82;17152,31;6827,83;12462,27;17462,4;24725,13;
05-08-2025;9230,69;8234,25;7572,82;17173,18;6828,6;12486,66;17464,93;24746,0;
06-08-2025;9232,84;8234,92;7572,82;17190,68;6828,23;12508,48;17467,75;24763,50;
07-08-2025;9234,73;8236,20;7572,82;17205,21;6828,55;12526,75;17470,93;24778,3;
08-08-2025;9236,74;8237,14;7572,82;17217,8;6828,70;12542,44;17473,88;24789,90;
09-08-2025;9239,43;8237,14;7594,32;17217,8;6829,11;12567,69;17476,57;24811,40;
10-08-2025;9242,85;8237,14;7615,38;17217,8;6829,29;12592,51;17479,99;24832,46;
11-08-2025;9245,1;8237,67;7615,38;17239,18;6829,60;12618,50;17482,67;24854,56;
12-08-2025;9247,7;8238,27;7615,38;17259,77;6829,79;12642,50;17485,34;24875,15;
13-08-2025;9249,25;8239,30;7615,38;17277,30;6830,10;12664,5;17488,55;24892,68;
14-08-2025;9251,35;8240,78;7615,38;17296,53;6830,25;12687,62;17492,13;24911,91;
15-08-2025;9253,47;8241,27;7615,38;17316,45;6830,79;12710,73;17494,74;24931,83;
16-08-2025;9257,56;8241,27;7619,12;17316,45;6831,50;12717,8;17498,83;24935,57;
17-08-2025;9262,15;8241,27;7625,65;17316,45;6831,72;12726,94;17503,41;24942,10;
18-08-2025;9264,26;8242,51;7625,65;17329,44;6832,1;12743,43;17506,77;24955,9;
19-08-2025;9266,34;8243,37;7625,65;17351,6;6832,20;12768,89;17509,70;24976,71;
20-08-2025;9268,23;8244,57;7625,65;17366,83;6832,53;12788,40;17512,80;24992,48;
21-08-2025;9270,29;8246,10;7625,65;17379,32;6832,70;12805,49;17516,39;25004,97;
22-08-2025;9272,81;8249,56;7625,65;17383,41;6832,87;12814,53;17522,37;25009,6;
23-08-2025;9276,40;8249,56;7640,37;17383,41;6833,44;12833,52;17525,95;25023,78;
24-08-2025;9279,25;8249,56;7660,46;17383,41;6833,67;12857,77;17528,80;25043,87;
25-08-2025;9281,16;8250,41;7660,46;17405,16;6833,93;12883,38;17531,57;25065,62;
26-08-2025;9283,12;8251,43;7660,46;17419,4;6834,27;12900,80;17534,56;25079,50;
27-08-2025;9285,13;8253,83;7660,46;17429,53;6834,48;12915,86;17538,97;25089,99;
28-08-2025;9287,29;8255,42;7660,46;17441,53;6834,80;12931,50;17542,71;25101,99;
29-08-2025;9289,34;8257,29;7660,46;17452,33;6834,94;12945,46;17546,62;25112,79;
30-08-2025;9292,5;8257,29;7677,47;17452,33;6835,39;12965,35;17549,34;25129,80;
31-08-2025;9296,91;8257,29;7684,52;17452,33;6835,52;12975,94;17554,20;25136,85;
01-09-2025;9299,9;8258,77;7684,52;17469,14;6835,72;12997,35;17557,86;25153,66;
02-09-2025;9301,17;8260,54;7684,52;17485,44;6836,13;13016,74;17561,71;25169,96;
03-09-2025;9302,95;8262,0;7684,52;17490,92;6836,34;13023,97;17564,95;25175,44;
04-09-2025;9304,75;8262,49;7684,52;17505,6;6836,39;13040,17;17567,24;25189,58;
05-09-2025;9306,75;8263,89;7684,52;17522,4;6836,63;13060,39;17570,64;25206,56;
06-09-2025;9310,69;8263,89;7701,83;17522,4;6836,84;13082,83;17574,59;25223,87;
07-09-2025;9313,69;8263,89;7724,44;17522,4;6837,7;13109,8;17577,58;25246,48;
08-09-2025;9315,77;8265,57;7724,44;17535,6;6837,49;13125,80;17581,34;25259,50;
09-09-2025;9317,89;8267,42;7724,44;17547,13;6837,63;13140,86;17585,31;25271,57;
10-09-2025;9319,96;8270,72;7724,44;17558,36;6837,88;13154,85;17590,68;25282,80;
11-09-2025;9322,28;8272,99;7724,44;17569,9;6838,15;13169,56;17595,27;25293,53;
12-09-2025;9323,78;8274,10;7724,44;17586,9;6838,45;13190,62;17597,88;25310,53;
13-09-2025;9328,85;8274,10;7732,79;17586,9;6838,78;13202,60;17602,95;25318,88;
14-09-2025;9333,54;8274,10;7748,9;17586,9;6839,6;13221,52;17607,64;25334,18;
15-09-2025;9336,79;8275,83;7748,9;17603,93;6839,35;13242,79;17612,62;25352,2;
16-09-2025;9337,63;8278,70;7748,9;17611,36;6839,53;13253,26;17616,33;25359,45;
17-09-2025;9339,80;8284,96;7748,9;17612,60;6839,81;13256,97;17624,76;25360,69;
18-09-2025;9341,92;8287,43;7748,9;17617,25;6840,9;13264,61;17629,35;25365,34;
19-09-2025;9344,9;8289,49;7748,9;17634,96;6840,23;13286,59;17633,58;25383,5;
20-09-2025;9348,24;8289,49;7752,31;17634,96;6840,74;13292,75;17637,73;25387,27;
21-09-2025;9352,16;8289,49;7759,66;17634,96;6840,89;13302,81;17641,65;25394,62;
22-09-2025;9354,8;8291,41;7759,66;17650,14;6841,12;13321,60;17645,49;25409,80;
23-09-2025;9356,9;8293,62;7759,66;17664,36;6841,39;13339,2;17649,71;25424,2;
24-09-2025;9357,95;8295,62;7759,66;17677,94;6841,54;13355,2;17653,57;25437,60;
25-09-2025;9360,59;8299,84;7759,66;17683,99;6842,10;13364,76;17660,43;25443,65;
26-09-2025;9363,27;8304,18;7759,66;17688,30;6842,21;13373,47;17667,45;25447,96;
27-09-2025;9368,73;8304,18;7767,38;17688,30;6842,60;13384,2;17672,91;25455,68;
28-09-2025;9372,65;8304,18;7786,98;17688,30;6842,79;13407,36;17676,83;25475,28;
29-09-2025;9374,94;8306,49;7786,98;17703,70;6842,98;13425,73;17681,43;25490,68;
30-09-2025;9377,0;8308,60;7786,98;17715,74;6843,30;13439,94;17685,60;25502,72;
01-10-2025;9379,28;8310,78;7786,98;17730,52;6843,52;13457,31;17690,6;25517,50;
02-10-2025;9381,44;8314,80;7786,98;17739,62;6843,95;13468,95;17696,24;25526,60;
03-10-2025;9385,26;8326,94;7786,98;17740,47;6844,10;13471,90;17712,20;25527,45;
04-10-2025;9389,3;8326,94;7797,37;17740,47;6844,62;13484,80;17715,97;25537,84;
05-10-2025;9397,11;8326,94;7806,5;17740,47;6844,78;13496,69;17724,5;25546,52;
06-10-2025;9398,97;8330,24;7806,5;17742,17;6844,99;13500,10;17729,21;25548,22;
07-10-2025;9401,11;8333,20;7806,5;17744,4;6845,41;13503,76;17734,31;25550,9;
08-10-2025;9403,5;8336,6;7806,5;17744,93;6845,75;13506,36;17739,11;25550,98;
09-10-2025;9405,8;8338,57;7806,5;17753,35;6846,18;13517,87;17743,65;25559,40;
10-10-2025;9407,78;8343,19;7806,5;17758,14;6846,55;13524,70;17750,97;25564,19;
11-10-2025;9414,95;8343,19;7806,41;17758,14;6846,92;13526,31;17758,14;25564,55;
12-10-2025;9422,14;8343,19;7809,8;17758,14;6847,15;13531,28;17765,33;25567,22;
13-10-2025;9424,21;8348,72;7809,8;17760,67;6847,46;13536,72;17772,93;25569,75;
14-10-2025;9426,28;8351,88;7809,8;17763,59;6847,85;13541,62;17778,16;25572,67;
15-10-2025;9428,85;8356,97;7809,8;17764,0;6848,24;13543,39;17785,82;25573,8;
16-10-2025;9431,55;8361,57;7809,8;17768,44;6848,94;13549,76;17793,12;25577,52;
17-10-2025;9434,17;8370,92;7809,8;17769,68;6849,42;13553,20;17805,9;25578,76;
18-10-2025;9438,49;8370,92;7818,63;17769,68;6849,96;13564,34;17809,41;25588,31;
19-10-2025;9447,33;8370,92;7824,14;17769,68;6850,12;13574,86;17818,25;25593,82;
20-10-2025;9449,87;8377,51;7824,14;17771,79;6850,33;13579,76;17827,38;25595,93;
21-10-2025;9452,81;8382,12;7824,14;17776,70;6850,66;13586,52;17834,93;25600,84;
22-10-2025;9455,80;8387,85;7824,14;17781,99;6851,5;13594,73;17843,65;25606,13;
23-10-2025;9458,56;8395,45;7824,14;17782,38;6851,23;13596,63;17854,1;25606,52;
24-10-2025;9460,31;8399,8;7824,14;17793,87;6851,71;13611,35;17859,39;25618,1;
25-10-2025;9475,50;8399,8;7824,37;17793,87;6852,15;13614,8;17874,58;25618,24;
26-10-2025;9486,33;8399,8;7829,37;17793,87;6852,38;13624,57;17885,41;25623,24;
27-10-2025;9488,67;8411,95;7829,37;17795,93;6852,53;13631,94;17900,62;25625,30;
28-10-2025;9490,86;8421,9;7829,37;17800,11;6852,80;13638,14;17911,95;25629,48;
29-10-2025;9493,10;8431,35;7829,37;17801,6;6853,12;13641,34;17924,45;25630,43;
30-10-2025;9494,97;8438,70;7829,37;17813,61;6853,48;13658,43;17933,67;25642,98;
31-10-2025;9497,21;8449,70;7829,37;17814,83;6853,63;13663,65;17946,91;25644,20;
01-11-2025;9511,43;8449,70;7829,77;17814,83;6854,6;13665,66;17961,13;25644,60;
02-11-2025;9518,57;8449,70;7836,98;17814,83;6854,20;13675,77;17968,27;25651,81;
03-11-2025;9520,67;8461,3;7836,98;17815,86;6854,46;13679,13;17981,70;25652,84;
04-11-2025;9522,92;8468,59;7836,98;17823,29;6854,74;13689,45;17991,51;25660,27;
05-11-2025;9525,19;8476,16;7836,98;17831,59;6854,89;13700,13;18001,35;25668,57;
06-11-2025;9527,58;8484,11;7836,98;17838,65;6855,31;13709,55;18011,69;25675,63;
07-11-2025;9529,87;8491,90;7836,98;17851,25;6855,43;13726,63;18021,77;25688,23;
08-11-2025;9539,32;8491,90;7847,38;17851,25;6856,4;13739,44;18031,22;25698,63;
09-11-2025;9547,18;8491,90;7856,77;17851,25;6856,22;13752,52;18039,8;25708,2;
10-11-2025;9549,33;8500,21;7856,77;17856,13;6856,53;13759,90;18049,54;25712,90;
11-11-2025;9551,74;8509,52;7856,77;17858,64;6856,87;13764,61;18061,26;25715,41;
12-11-2025;9554,1;8516,86;7856,77;17868,71;6857,1;13778,81;18070,87;25725,48;
13-11-2025;9556,30;8531,15;7856,77;17868,95;6857,35;13780,3;18087,45;25725,72;
14-11-2025;9558,59;8542,81;7856,77;17868,95;6857,49;13780,89;18101,40;25725,72;
15-11-2025;9572,47;8542,81;7856,77;17868,95;6857,98;13781,40;18115,28;25725,72;
16-11-2025;9580,75;8542,81;7857,2;17868,95;6858,18;13782,50;18123,56;25725,97;
17-11-2025;9583,57;8554,24;7857,2;17874,7;6858,39;13791,70;18137,81;25731,9;
18-11-2025;9585,91;8568,50;7857,2;17875,60;6859,4;13795,9;18154,41;25732,62;
19-11-2025;9588,84;8588,0;7857,2;17876,17;6859,60;13798,81;18176,84;25733,19;
20-11-2025;9592,65;8605,65;7857,2;17876,23;6860,86;13800,92;18198,30;25733,25;
21-11-2025;9595,4;8618,30;7857,2;17883,31;6862,4;13815,50;18213,34;25740,33;
22-11-2025;9614,59;8618,30;7860,74;17883,31;6864,6;13825,57;18232,89;25744,5;
23-11-2025;9646,61;8618,30;7860,74;17883,31;6866,93;13826,57;18264,91;25744,5;
24-11-2025;9650,39;8635,82;7860,74;17884,94;6868,66;13833,26;18286,21;25745,68;
25-11-2025;9652,91;8652,65;7860,74;17887,59;6870,24;13838,74;18305,56;25748,33;
26-11-2025;9655,49;8667,66;7860,74;17892,96;6871,80;13848,62;18323,15;25753,70;
27-11-2025;9657,84;8690,6;7860,74;17892,96;6873,40;13849,9;18347,90;25753,70;
28-11-2025;9659,82;8711,62;7860,74;17892,97;6874,74;13850,46;18371,44;25753,71;
29-11-2025;9678,87;8711,62;7861,7;17892,97;6875,71;13852,16;18390,49;25754,4;
30-11-2025;9692,16;8711,62;7862,63;17892,97;6876,58;13856,19;18403,78;25755,60;
01-12-2025;9694,34;8731,22;7862,63;17893,3;6877,93;13858,12;18425,56;25755,66;
02-12-2025;9697,5;8747,32;7862,63;17894,54;6879,27;13861,95;18444,37;25757,17;
03-12-2025;9700,6;8767,88;7862,63;17894,55;6880,43;13863,23;18467,94;25757,18;
04-12-2025;9704,10;8780,73;7862,63;17899,52;6881,67;13872,27;18484,83;25762,15;
05-12-2025;9706,96;8797,80;7862,63;17900,3;6882,74;13875,54;18504,76;25762,66;
06-12-2025;9726,69;8797,80;7862,91;17900,3;6883,69;13877,56;18524,49;25762,94;
07-12-2025;9743,91;8797,80;7862,94;17900,3;6884,31;13878,63;18541,71;25762,97;
08-12-2025;9746,51;8813,67;7862,94;17900,3;6884,71;13879,14;18560,18;25762,97;
09-12-2025;9749,32;8824,21;7862,94;17900,75;6885,23;13881,8;18573,53;25763,69;
10-12-2025;9752,15;8834,24;7862,94;17901,10;6885,49;13883,15;18586,39;25764,4;
11-12-2025;9754,42;8847,60;7862,94;17905,26;6886,2;13891,42;18602,2;25768,20;
12-12-2025;9756,50;8852,57;7862,94;17905,27;6886,49;13892,6;18609,7;25768,21;
13-12-2025;9766,57;8852,57;7864,40;17905,27;6887,16;13897,25;18619,14;25769,67;
14-12-2025;9791,56;8852,57;7864,40;17905,27;6887,80;13897,67;18644,13;25769,67;
15-12-2025;9794,40;8867,90;7864,40;17908,45;6888,52;13903,58;18662,30;25772,85;
16-12-2025;9797,25;8881,30;7864,40;17910,53;6889,9;13907,49;18678,55;25774,93;
17-12-2025;9800,1;8896,36;7864,40;17910,53;6889,52;13908,51;18696,37;25774,93;
18-12-2025;9802,96;8915,5;7864,40;17910,81;6890,27;13911,13;18718,1;25775,21;
19-12-2025;9805,85;8930,55;7864,40;17911,43;6890,66;13913,39;18736,40;25775,83;
20-12-2025;9824,26;8930,55;7864,61;17911,43;6891,48;13915,65;18754,81;25776,4;
21-12-2025;9838,2;8930,55;7868,15;17911,43;6892,5;13922,73;18768,57;25779,58;
22-12-2025;9843,62;8940,0;7868,15;17914,65;6892,78;13929,60;18783,62;25782,80;
23-12-2025;9847,31;8962,79;7868,15;17914,65;6893,92;13930,6;18810,10;25782,80;
24-12-2025;9851,92;8979,31;7868,15;17920,19;6895,95;13944,57;18831,23;25788,34;
25-12-2025;9885,35;8979,31;7871,84;17920,19;6901,21;13958,63;18864,66;25792,3;
26-12-2025;9903,58;8979,31;7880,82;17920,19;6904,19;13972,32;18882,89;25801,1;
27-12-2025;9934,43;8979,31;7881,4;17920,19;6907,22;13975,79;18913,74;25801,23;
28-12-2025;9953,36;8979,31;7885,45;17920,19;6908,98;13987,98;18932,67;25805,64;
29-12-2025;9957,71;9005,77;7885,45;17920,19;6910,85;13988,64;18963,48;25805,64;
30-12-2025;9961,94;9023,4;7885,45;17924,87;6912,61;14001,60;18984,98;25810,32;
31-12-2025;9965,26;9041,6;7885,45;17926,21;6915,12;14006,53;19006,32;25811,66;
01-01-2026;9997,66;9041,6;7885,45;17926,21;6917,33;14006,91;19038,72;25811,66;
02-01-2026;10000,84;9059,65;7885,45;17928,35;6919,53;14013,94;19060,49;25813,80;
03-01-2026;10030,45;9059,65;7885,81;17928,35;6921,38;14016,29;19090,10;25814,16;
04-01-2026;10053,45;9059,65;7889,99;17928,35;6923,5;14028,41;19113,10;25818,34;
05-01-2026;10060,2;9084,78;7889,99;17928,35;6925,11;14028,92;19144,80;25818,34;
06-01-2026;10067,23;9107,0;7889,99;17931,27;6927,87;14037,87;19174,23;25821,26;
07-01-2026;10074,61;9138,95;7889,99;17931,27;6931,16;14037,99;19213,56;25821,26;
08-01-2026;10080,69;9162,66;7889,99;17931,73;6933,85;14042,23;19243,35;25821,72;
09-01-2026;10084,88;9193,47;7889,99;17931,73;6936,48;14042,97;19278,35;25821,72;
10-01-2026;10114,90;9193,47;7889,99;17931,73;6939,94;14043,43;19308,37;25821,72;
11-01-2026;10154,32;9193,47;7889,99;17931,73;6943,16;14044,94;19347,79;25821,72;
12-01-2026;10160,62;9217,47;7889,99;17931,73;6946,18;14045,77;19378,9;25821,72;
13-01-2026;10163,92;9236,65;7889,99;17931,75;6947,85;14046,97;19400,57;25821,74;
14-01-2026;10167,22;9248,13;7889,99;17940,59;6949,15;14061,66;19415,35;25830,58;
15-01-2026;10170,10;9264,37;7889,99;17940,59;6950,36;14062,71;19434,47;25830,58;
16-01-2026;10173,31;9278,18;7889,99;17942,78;6951,41;14069,81;19451,49;25832,77;
17-01-2026;10187,23;9278,18;7894,81;17942,78;6952,46;14080,19;19465,41;25837,59;
18-01-2026;10200,33;9278,18;7899,71;17942,78;6953,52;14093,58;19478,51;25842,49;
19-01-2026;10203,28;9292,36;7899,71;17944,94;6955,27;14100,22;19495,64;25844,65;
20-01-2026;10206,75;9306,56;7899,71;17949,15;6957,25;14114,0;19513,31;25848,85;
21-01-2026;10210,9;9319,99;7899,71;17952,83;6958,69;14121,50;19530,8;25852,54;
22-01-2026;10213,67;9337,76;7899,71;17954,61;6960,55;14128,86;19551,42;25854,32;
23-01-2026;10216,49;9354,13;7899,71;17956,50;6961,98;14134,93;19570,62;25856,21;
24-01-2026;10229,21;9354,13;7909,97;17956,50;6963,91;14151,64;19583,33;25866,47;
25-01-2026;10243,81;9354,13;7917,67;17956,50;6966,1;14166,35;19597,94;25874,17;
26-01-2026;10248,75;9376,6;7917,67;17956,79;6968,58;14168,64;19624,81;25874,47;
27-01-2026;10255,20;9396,78;7917,67;17956,81;6970,97;14170,26;19651,98;25874,48;
28-01-2026;10259,08;9413,52;7917,67;17956,81;6972,76;14171,31;19672,60;25874,48;
29-01-2026;10261,59;9415,82;7917,67;17956,81;6973,77;14171,35;19677,41;25874,48;
30-01-2026;10266,63;9456,18;7917,67;17959,85;6977,68;14182,13;19722,81;25877,52;
31-01-2026;10286,57;9456,18;7918,84;17959,85;6979,47;14186,83;19742,75;25878,69;
01-02-2026;10309,44;9456,18;7919,05;17959,85;6981,01;14190,41;19765,62;25878,90;
2-2-2026;10312,12;9469,04;7919,05;17962,63;6982,67;14195,46;19781,16;25881,68
3-2-2026;10315,29;9488,46;7919,05;17962,75;6985,14;14196,89;19803,75;25881,79
4-2-2026;10318,09;9500,22;7919,05;17973,48;6986,8;14214;19818,31;25892,53
5-2-2026;10320,41;9514,54;7919,05;17974,29;6988,86;14219,29;19834,95;25893,34
6-2-2026;10323,71;9539,9;7919,05;17974,33;6990,31;14221,27;19863,61;25893,38
7-2-2026;10335,56;9539,9;7926,65;17974,33;6991,74;14235,03;19875,46;25900,99
8-2-2026;10345,6;9539,9;7935,64;17974,33;6992,83;14251,61;19885,5;25909,97
9-2-2026;10348,43;9558,47;7935,64;17974,38;6994,48;14253,57;19906,9;25910,02
10-2-2026;10351,22;9574,51;7935,64;17974,43;6996,36;14255,74;19925,73;25910,07
11-2-2026;10353,87;9590,56;7935,64;17974,45;6997,44;14257,45;19944,43;25910,09
12-2-2026;10356,62;9606,67;7935,64;17975;6998,85;14260,78;19963,29;25910,64
13-2-2026;10359,56;9622,76;7935,64;17976,44;7000,73;14266,42;19982,32;25912,08
14-2-2026;10375,88;9622,76;7945,19;17976,44;7004,17;14281,65;19998,63;25921,63
15-2-2026;10396,66;9622,76;7948,29;17976,44;7007,07;14292,87;20019,41;25924,72
16-2-2026;10400,66;9636,3;7948,29;17981,32;7009,37;14303,17;20036,96;25929,61
17-2-2026;10403,45;9654,09;7948,29;17985,45;7011,6;14312,47;20057,55;25933,74
18-2-2026;10407,1;9666,58;7948,29;17992,88;7013,9;14327,07;20073,68;25941,17
19-2-2026;10410,08;9685,73;7948,29;17992,94;7016,14;14329,53;20095,8;25941,23
20-2-2026;10413,16;9712,36;7948,29;17993,4;7018,01;14333,08;20125,52;25941,69
21-2-2026;10432,62;9712,36;7948,47;17993,4;7019,6;14336,39;20144,98;25941,87
22-2-2026;10446,26;9712,36;7948,82;17993,4;7020,17;14337,67;20158,62;25942,23
23-2-2026;10448,83;9723,17;7948,82;17999,11;7021,16;14348,44;20171,99;25947,93
